//This is the Experimental value of ee>bb cross section Ratio(defined as sigma_bb/sigma_bb)
//The name is in the form of R_b_i, means the cross ratio of process ee>bb at energy_i
//Totally, there are 8 energy as follows(GeV): 183,189,192,196,200,202,205,207.

R_b_1,0.1646,0.0094
R_b_2,0.1565,0.0061
R_b_3,0.1551,0.0149
R_b_4,0.1556,0.0097
R_b_5,0.1683,0.0099
R_b_6,0.1646,0.0144
R_b_7,0.1606,0.0126
R_b_8,0.1694,0.0107
