//This is the prediction for the future collider: CEPC
//The data is taken from the 

Gamma_Z,2.4950,0.0005
sigma_had,41.484,0.005
R_e,20.743,0.005
R_mu,20.743,0.002
R_ta,20.743,0.003
AFB_e,0.0163,0.00018
AFB_mu,0.0163,0.000075
AFB_ta,0.0163,0.000075
AFB_b,0.1032,0.0001
AFB_c,0.0738,0.0002
A_e,0.1472,0.000015
A_ta,0.1472,0.00007
Mw,80.364,0.001
Gamma_W,2.091,0.0028
Br(W>e ve),0.1083,3e-5
Br(W>u vu),0.1083,3e-5
Br(W>tau vtau),0.1083,4e-5
R_b,0.21578,0.00004
R_c,0.17226,0.0002
